User_ID,Mthly_HH_Income,Mthly_HH_Expense,Emi_or_Rent_Amt,No_of_Earning_Members,Savings_Amount,Debt_to_Income_Ratio,Investment_Horizon,Risk_Tolerance,Preferred_Investment_Type,Investment_Experience,Market_Volatility_Tolerance,Short_Term_Goal,Mid_Term_Goal,Long_Term_Goal,Goal_Based_Investing
8014,5982.28,6193.13,659.88,4,-870.73,0.68,Short,Moderate,Debt,Intermediate,Low,Vacation,Car Purchase,Retirement,Yes
8015,14187.33,13970.71,2129.8,3,-1913.19,0.75,Medium,Low,Mutual Fund,Intermediate,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8016,15900.32,10100.37,8298.05,5,-2498.1,0.01,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8017,10517.84,11248.73,1210.36,2,-1941.25,0.31,Short,Moderate,Debt,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
8018,13119.08,11043.16,1355.03,4,720.9,0.09,Long,High,Real Estate,Intermediate,Medium,Vacation,Car Purchase,Long-Term Security,No
8019,10213.87,11010.94,567.0,2,-1364.07,0.63,Short,Low,Money Market,Intermediate,Low,Vacation,Car Purchase,Wealth Accumulation,Yes
8020,18093.64,12925.88,6565.87,5,-1398.11,0.6,Long,High,Equity,Intermediate,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
8021,10961.65,5922.94,6627.51,3,-1588.81,0.6,Medium,Moderate,Equity,Expert,Medium,Vacation,Education Fund,Retirement,No
8022,17152.56,13883.01,2259.02,4,1010.52,0.31,Long,Low,Equity,Intermediate,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
8023,16424.34,11092.91,3829.44,3,1501.99,0.32,Long,High,Real Estate,Intermediate,Medium,Vacation,Home Renovation,Wealth Accumulation,Yes
8024,9389.09,9059.52,1985.49,5,-1655.93,0.21,Short,Moderate,Money Market,Beginner,High,Vacation,Home Renovation,Wealth Accumulation,No
8025,6141.52,6891.52,171.47,3,-921.46,0.29,Long,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
8026,9309.48,8835.93,1122.21,5,-648.67,0.79,Long,High,Equity,Expert,Medium,Short-Term Savings,Car Purchase,Retirement,No
8027,16871.91,18162.73,1884.59,3,-3175.41,0.04,Short,High,Debt,Beginner,Medium,Vacation,Education Fund,Long-Term Security,No
8028,6097.39,4844.16,1983.71,2,-730.48,0.26,Medium,Moderate,Mutual Fund,Intermediate,Medium,Vacation,Car Purchase,Long-Term Security,Yes
8029,11439.85,11457.77,552.6,2,-570.52,0.63,Long,High,Mutual Fund,Beginner,High,Short-Term Savings,Education Fund,Retirement,Yes
8030,16509.74,17301.85,815.18,5,-1607.29,0.31,Long,High,Mutual Fund,Expert,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
8031,8362.59,8045.39,702.29,2,-385.09,0.76,Long,Moderate,Equity,Intermediate,High,Vacation,Education Fund,Retirement,Yes
8032,13559.77,11255.36,4578.63,3,-2274.22,0.27,Long,High,Equity,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,No
8033,6421.37,5822.98,1880.65,3,-1282.27,0.68,Long,Moderate,Mutual Fund,Expert,Medium,Vacation,Car Purchase,Wealth Accumulation,No
8034,3967.03,3789.82,751.26,4,-574.05,0.65,Long,High,Equity,Expert,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
8035,16298.92,10830.71,4227.2,5,1241.01,0.01,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8036,3781.44,3880.61,6.69,2,-105.86,0.32,Medium,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Retirement,Yes
8037,6884.87,7695.29,395.16,5,-1205.59,0.22,Long,High,Equity,Expert,Medium,Vacation,Home Renovation,Long-Term Security,No
8038,17391.97,13955.41,2692.41,2,744.14,0.38,Short,Low,Bonds,Intermediate,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,No
8039,8236.45,7871.52,1273.71,4,-908.78,0.37,Medium,Moderate,Mutual Fund,Expert,Low,Vacation,Home Renovation,Retirement,No
8040,19514.82,19106.31,2615.74,3,-2207.24,0.72,Short,Moderate,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,No
8041,19635.22,18269.8,2544.78,3,-1179.37,0.15,Long,High,Equity,Intermediate,High,Short-Term Savings,Car Purchase,Long-Term Security,No
8042,6828.97,5843.03,2220.94,1,-1235.01,0.15,Medium,Moderate,Mutual Fund,Intermediate,Low,Short-Term Savings,Home Renovation,Retirement,Yes
8043,2737.61,2937.65,8.04,5,-208.08,0.09,Short,High,Bonds,Beginner,Low,Short-Term Savings,Education Fund,Retirement,No
8044,14691.14,11632.48,4270.58,2,-1211.92,0.59,Long,High,Equity,Expert,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
8045,10117.76,5460.72,2737.97,1,1919.06,0.73,Short,Low,Bonds,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,No
8046,3813.55,4000.27,411.14,5,-597.86,0.29,Long,Moderate,Equity,Intermediate,Medium,Short-Term Savings,Home Renovation,Retirement,No
8047,14735.41,13823.11,2605.93,2,-1693.63,0.05,Long,High,Equity,Beginner,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
8048,2561.15,2694.37,3.88,4,-137.11,0.12,Short,Low,Bonds,Intermediate,Medium,Vacation,Home Renovation,Wealth Accumulation,Yes
8049,17663.54,10422.48,3074.17,5,4166.89,0.08,Long,Low,Equity,Expert,High,Vacation,Car Purchase,Long-Term Security,Yes
8050,4495.75,2337.74,578.08,2,1579.92,0.47,Long,High,Mutual Fund,Expert,Medium,Emergency Fund,Home Renovation,Long-Term Security,Yes
8051,4291.61,4752.29,66.4,3,-527.08,0.23,Medium,Moderate,Equity,Expert,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8052,5162.1,3076.73,2271.24,5,-185.87,0.72,Medium,Moderate,Mutual Fund,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
8053,19284.79,19791.48,802.56,2,-1309.25,0.13,Short,Low,Debt,Beginner,Low,Emergency Fund,Home Renovation,Wealth Accumulation,No
8054,14477.05,14985.0,1133.42,3,-1641.37,0.74,Long,High,Mutual Fund,Intermediate,High,Vacation,Education Fund,Retirement,Yes
8055,16424.69,15778.51,970.94,3,-324.77,0.27,Short,Moderate,Debt,Expert,Low,Short-Term Savings,Education Fund,Long-Term Security,Yes
8056,9157.43,5360.03,3266.07,1,531.33,0.69,Long,High,Equity,Intermediate,Low,Vacation,Education Fund,Wealth Accumulation,Yes
8057,8053.63,7520.55,1544.77,2,-1011.69,0.76,Short,Moderate,Debt,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,No
8058,6220.71,6705.34,251.45,1,-736.09,0.79,Long,High,Equity,Intermediate,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8059,10651.66,8272.04,2719.6,1,-339.97,0.64,Long,Moderate,Equity,Intermediate,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
8060,11932.92,9173.86,4244.41,4,-1485.35,0.08,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
8061,13371.95,10535.19,519.28,1,2317.47,0.04,Short,Moderate,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
8062,6628.13,3668.52,3045.4,1,-85.78,0.59,Short,Low,Debt,Beginner,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
8063,19075.77,20598.34,740.84,4,-2263.4,0.72,Long,Moderate,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Retirement,Yes
8064,5055.65,5384.11,83.73,4,-412.19,0.13,Short,Low,Bonds,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,Yes
8065,19381.76,22262.68,543.16,5,-3424.08,0.75,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,Yes
8066,2267.41,1996.16,163.98,1,107.27,0.49,Medium,Moderate,Equity,Intermediate,High,Emergency Fund,Education Fund,Retirement,No
8067,10660.26,10535.27,1853.85,3,-1728.86,0.1,Medium,High,Mutual Fund,Beginner,Low,Emergency Fund,Home Renovation,Long-Term Security,No
8068,8000.62,5054.29,195.02,4,2751.31,0.13,Long,High,Equity,Intermediate,High,Short-Term Savings,Car Purchase,Retirement,Yes
8069,10084.22,9417.59,264.73,2,401.9,0.05,Long,Moderate,Real Estate,Beginner,Medium,Vacation,Education Fund,Long-Term Security,Yes
8070,12271.96,11318.75,1775.35,5,-822.14,0.11,Short,Low,Bonds,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
8071,9840.6,10684.79,661.93,5,-1506.12,0.59,Long,High,Mutual Fund,Expert,Medium,Vacation,Home Renovation,Retirement,No
8072,9467.24,9846.08,1105.5,1,-1484.33,0.18,Medium,Moderate,Equity,Expert,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8073,15189.02,16859.86,354.4,3,-2025.24,0.45,Long,High,Equity,Beginner,High,Vacation,Car Purchase,Long-Term Security,No
8074,14345.77,15274.54,1633.34,4,-2562.11,0.58,Short,Moderate,Money Market,Beginner,Medium,Emergency Fund,Home Renovation,Retirement,Yes
8075,16998.88,18097.88,2192.97,2,-3291.97,0.72,Long,High,Equity,Beginner,High,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8076,6499.26,3518.83,2136.03,1,844.4,0.47,Long,Moderate,Mutual Fund,Expert,Low,Emergency Fund,Home Renovation,Retirement,No
8077,12971.51,13618.47,1481.02,3,-2127.97,0.46,Short,Moderate,Debt,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,No
8078,12533.51,11215.75,2007.26,1,-689.5,0.73,Long,High,Equity,Beginner,Low,Vacation,Car Purchase,Retirement,Yes
8079,8655.28,6468.0,272.2,1,1915.09,0.24,Long,High,Equity,Intermediate,High,Emergency Fund,Car Purchase,Long-Term Security,No
8080,10749.04,5769.38,2325.0,5,2654.66,0.16,Medium,Low,Debt,Beginner,High,Vacation,Car Purchase,Long-Term Security,Yes
8081,7648.08,7192.93,173.64,2,281.51,0.7,Medium,Low,Mutual Fund,Intermediate,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8082,4553.2,3247.94,2191.26,2,-886.0,0.06,Short,Low,Debt,Beginner,Low,Vacation,Education Fund,Retirement,No
8083,5848.42,4702.45,530.35,2,615.63,0.15,Long,High,Equity,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,Yes
8084,3899.25,3677.47,636.93,2,-415.16,0.33,Long,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Education Fund,Retirement,No
8085,14295.25,15619.76,436.34,4,-1760.85,0.29,Medium,Moderate,Debt,Intermediate,High,Vacation,Car Purchase,Retirement,Yes
8086,13893.09,14400.66,1483.55,4,-1991.12,0.56,Medium,Low,Equity,Beginner,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8087,19110.91,15152.82,1636.98,2,2321.11,0.07,Long,Low,Real Estate,Beginner,High,Emergency Fund,Home Renovation,Retirement,No
8088,15134.21,11381.82,5323.53,3,-1571.14,0.38,Short,Low,Money Market,Beginner,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
8089,2936.83,1926.14,177.08,4,833.61,0.65,Medium,Moderate,Debt,Expert,Low,Emergency Fund,Education Fund,Wealth Accumulation,Yes
8090,17916.41,13295.37,7344.11,4,-2723.06,0.55,Long,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Car Purchase,Wealth Accumulation,No
8091,17528.15,10029.26,9248.44,3,-1749.55,0.51,Short,Low,Money Market,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
8092,9979.77,11289.3,465.95,2,-1775.48,0.19,Long,High,Real Estate,Beginner,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
8093,12545.53,10952.83,276.52,1,1316.18,0.31,Long,Moderate,Equity,Intermediate,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
8094,19569.41,11410.41,2518.03,4,5640.97,0.14,Short,Moderate,Debt,Beginner,High,Short-Term Savings,Education Fund,Long-Term Security,Yes
8095,11581.48,8446.65,4684.49,1,-1549.66,0.41,Long,High,Mutual Fund,Intermediate,Medium,Vacation,Car Purchase,Retirement,Yes
8096,18295.79,15653.43,768.62,1,1873.74,0.47,Medium,Low,Mutual Fund,Intermediate,Medium,Emergency Fund,Home Renovation,Retirement,Yes
8097,3494.7,2957.83,192.7,3,344.17,0.5,Long,Low,Equity,Expert,Medium,Emergency Fund,Car Purchase,Retirement,No
8098,5438.93,2844.98,2002.88,2,591.07,0.7,Medium,Low,Mutual Fund,Expert,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
8099,9933.59,11106.22,223.21,1,-1395.83,0.05,Short,Low,Debt,Beginner,Low,Short-Term Savings,Home Renovation,Long-Term Security,No
8100,12525.62,8504.82,1449.25,2,2571.55,0.31,Medium,Moderate,Debt,Expert,Low,Emergency Fund,Home Renovation,Wealth Accumulation,No
8101,16692.1,8521.65,6626.96,5,1543.49,0.47,Short,Moderate,Debt,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
8102,19788.72,10877.63,4794.63,2,4116.46,0.46,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8103,8999.33,7893.55,408.42,3,697.36,0.02,Medium,Moderate,Mutual Fund,Beginner,Low,Vacation,Education Fund,Retirement,No
8104,2853.48,1682.3,931.65,3,239.53,0.15,Long,High,Equity,Intermediate,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,No
8105,16421.09,8655.9,4276.26,5,3488.93,0.68,Long,Moderate,Mutual Fund,Intermediate,High,Vacation,Car Purchase,Wealth Accumulation,No
8106,12878.85,9617.38,4287.56,3,-1026.08,0.41,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Education Fund,Long-Term Security,No
8107,5573.77,5043.12,169.07,2,361.58,0.33,Long,Moderate,Equity,Beginner,High,Short-Term Savings,Education Fund,Wealth Accumulation,No
8108,10906.91,6246.34,4246.21,2,414.36,0.72,Medium,Low,Mutual Fund,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,No
8109,15361.58,10809.38,3328.05,2,1224.15,0.06,Long,Low,Equity,Expert,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
8110,15867.41,12242.41,2760.6,3,864.39,0.74,Long,Moderate,Equity,Intermediate,High,Vacation,Education Fund,Retirement,No
8111,10993.13,6635.99,1522.82,2,2834.31,0.02,Medium,Low,Debt,Beginner,High,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8112,7493.86,6212.02,84.6,4,1197.24,0.45,Long,High,Real Estate,Expert,High,Vacation,Education Fund,Wealth Accumulation,Yes
8113,19527.37,10845.29,10670.33,5,-1988.25,0.44,Medium,Moderate,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,No
8114,13940.53,7391.78,3047.64,4,3501.1,0.51,Long,Moderate,Mutual Fund,Intermediate,High,Vacation,Education Fund,Retirement,No
8115,9348.28,7832.85,2305.54,2,-790.12,0.02,Short,Low,Debt,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
8116,7048.34,4659.89,3599.05,3,-1210.6,0.42,Long,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Long-Term Security,No
8117,15159.85,8519.73,5464.64,5,1175.48,0.09,Long,High,Real Estate,Beginner,Medium,Short-Term Savings,Education Fund,Retirement,Yes
8118,6359.3,4931.91,1072.0,4,355.39,0.12,Long,Low,Mutual Fund,Intermediate,High,Short-Term Savings,Education Fund,Retirement,No
8119,5090.78,5573.6,143.62,2,-626.43,0.17,Short,High,Debt,Expert,Low,Vacation,Education Fund,Wealth Accumulation,Yes
8120,11537.01,11199.27,2470.68,3,-2132.94,0.49,Short,Low,Bonds,Intermediate,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
8121,7219.77,7437.45,836.41,2,-1054.09,0.31,Long,High,Real Estate,Intermediate,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8122,13320.29,14209.34,1180.88,4,-2069.93,0.07,Long,High,Real Estate,Expert,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
8123,4122.9,4667.98,119.11,4,-664.19,0.23,Short,Low,Money Market,Intermediate,Medium,Vacation,Car Purchase,Long-Term Security,Yes
8124,13788.94,13735.3,2375.79,5,-2322.15,0.06,Medium,Moderate,Debt,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8125,7099.34,6357.21,1542.96,3,-800.83,0.53,Long,High,Equity,Expert,Medium,Short-Term Savings,Car Purchase,Long-Term Security,Yes
8126,2004.37,1478.28,262.5,1,263.59,0.45,Long,Moderate,Equity,Intermediate,Low,Short-Term Savings,Home Renovation,Long-Term Security,Yes
8127,4284.85,2648.33,1495.04,2,141.48,0.33,Short,High,Money Market,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
8128,18805.08,17795.79,2052.16,3,-1042.87,0.74,Long,High,Equity,Intermediate,Medium,Emergency Fund,Education Fund,Long-Term Security,No
8129,17612.38,20196.43,6.18,1,-2590.23,0.41,Short,Moderate,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
8130,6204.96,4987.44,1985.55,3,-768.03,0.71,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,Yes
8131,16010.69,15536.64,451.55,2,22.5,0.46,Long,Low,Equity,Beginner,High,Emergency Fund,Car Purchase,Wealth Accumulation,No
8132,12954.29,10645.97,2498.36,2,-190.04,0.3,Long,Moderate,Mutual Fund,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,No
8133,19476.28,15206.24,2745.39,5,1524.66,0.43,Short,Moderate,Bonds,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,No
8134,8724.9,6689.37,1293.27,4,742.26,0.12,Long,Moderate,Real Estate,Intermediate,Low,Short-Term Savings,Education Fund,Retirement,Yes
8135,14266.29,11812.58,2533.36,4,-79.65,0.54,Short,Moderate,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
8136,3143.64,2321.52,1446.53,4,-624.41,0.79,Medium,High,Debt,Intermediate,Low,Vacation,Home Renovation,Retirement,No
8137,9132.45,9011.01,795.49,5,-674.06,0.2,Long,High,Real Estate,Expert,Medium,Vacation,Home Renovation,Retirement,No
8138,19348.72,20669.79,464.7,4,-1785.77,0.26,Long,High,Equity,Intermediate,High,Short-Term Savings,Education Fund,Retirement,Yes
8139,11701.66,12566.12,905.6,3,-1770.07,0.32,Long,Moderate,Equity,Intermediate,High,Vacation,Home Renovation,Wealth Accumulation,No
8140,7181.83,4653.86,936.73,4,1591.25,0.39,Long,Moderate,Equity,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,No
8141,4164.88,4507.82,51.72,4,-394.66,0.58,Long,High,Equity,Intermediate,High,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8142,14663.51,10587.18,351.67,2,3724.66,0.11,Medium,High,Debt,Expert,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
8143,13607.41,9539.47,155.35,5,3912.58,0.24,Long,Moderate,Equity,Beginner,High,Vacation,Education Fund,Retirement,Yes
8144,8730.9,8489.85,856.82,5,-615.77,0.43,Medium,High,Mutual Fund,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
8145,19116.94,13344.63,4094.73,4,1677.58,0.47,Long,High,Equity,Intermediate,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
8146,2399.65,1282.44,296.34,1,820.87,0.43,Long,High,Equity,Intermediate,High,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
8147,7467.03,5546.89,2676.28,2,-756.15,0.35,Long,Moderate,Equity,Expert,Medium,Emergency Fund,Home Renovation,Retirement,No
8148,18579.25,18002.41,554.92,4,21.92,0.57,Medium,High,Mutual Fund,Intermediate,Low,Vacation,Home Renovation,Wealth Accumulation,No
8149,7776.84,5541.18,3469.99,1,-1234.33,0.16,Long,Moderate,Mutual Fund,Expert,High,Vacation,Home Renovation,Retirement,No
8150,6540.55,5946.76,1117.51,3,-523.72,0.23,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
8151,11615.97,10792.14,86.91,2,736.92,0.36,Medium,Moderate,Debt,Beginner,Low,Short-Term Savings,Education Fund,Long-Term Security,No
8152,16828.43,16440.17,3614.95,5,-3226.69,0.56,Medium,Low,Debt,Intermediate,Low,Emergency Fund,Home Renovation,Long-Term Security,No
8153,3856.64,4177.26,138.79,1,-459.41,0.07,Short,Low,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,No
8154,18974.37,14822.15,3575.99,4,576.23,0.09,Short,Low,Money Market,Beginner,Medium,Vacation,Education Fund,Retirement,Yes
8155,16311.31,9920.23,2744.14,1,3646.94,0.63,Short,Low,Bonds,Beginner,Low,Vacation,Car Purchase,Wealth Accumulation,No
8156,5262.5,3722.18,1888.67,5,-348.34,0.21,Medium,Low,Mutual Fund,Intermediate,Low,Short-Term Savings,Car Purchase,Retirement,No
8157,14816.14,11570.06,3015.74,3,230.35,0.77,Medium,Moderate,Mutual Fund,Expert,Medium,Vacation,Home Renovation,Retirement,Yes
8158,8929.26,8608.07,278.92,1,42.27,0.77,Long,Low,Real Estate,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8159,9241.3,4699.47,665.87,4,3875.96,0.55,Long,High,Mutual Fund,Expert,Medium,Emergency Fund,Home Renovation,Retirement,No
8160,16099.22,11354.15,5777.56,1,-1032.48,0.57,Medium,Moderate,Debt,Beginner,Low,Short-Term Savings,Education Fund,Retirement,Yes
8161,19330.13,19463.46,884.95,3,-1018.28,0.52,Long,High,Real Estate,Expert,High,Emergency Fund,Home Renovation,Long-Term Security,No
8162,4279.81,4006.14,155.65,1,118.01,0.14,Long,High,Real Estate,Expert,High,Emergency Fund,Home Renovation,Retirement,Yes
8163,9571.34,9338.1,1072.53,3,-839.28,0.4,Long,High,Mutual Fund,Expert,High,Emergency Fund,Education Fund,Long-Term Security,Yes
8164,10656.95,10951.9,1474.23,3,-1769.18,0.63,Short,Moderate,Money Market,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
8165,8773.61,8853.48,466.92,2,-546.79,0.62,Long,Low,Equity,Beginner,High,Short-Term Savings,Home Renovation,Wealth Accumulation,No
8166,8537.4,8054.35,605.53,2,-122.48,0.72,Long,High,Mutual Fund,Intermediate,High,Vacation,Car Purchase,Retirement,Yes
8167,2940.84,2310.85,1015.8,4,-385.81,0.72,Short,Low,Bonds,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
8168,14339.7,16337.77,128.59,4,-2126.67,0.21,Long,Moderate,Mutual Fund,Expert,High,Emergency Fund,Home Renovation,Long-Term Security,No
8169,9851.86,8570.11,2005.67,4,-723.92,0.58,Long,Moderate,Equity,Expert,High,Emergency Fund,Education Fund,Long-Term Security,No
8170,5506.29,3478.87,2987.93,3,-960.51,0.52,Short,Moderate,Debt,Expert,Medium,Vacation,Education Fund,Long-Term Security,Yes
8171,16688.6,11520.62,7155.88,3,-1987.89,0.71,Medium,Low,Debt,Beginner,High,Emergency Fund,Car Purchase,Retirement,No
8172,16446.09,15637.2,253.33,2,555.57,0.15,Medium,Moderate,Equity,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,Yes
8173,10755.05,11842.18,340.35,3,-1427.48,0.59,Short,Moderate,Debt,Beginner,Low,Vacation,Education Fund,Long-Term Security,Yes
8174,7372.11,4542.46,612.79,2,2216.86,0.34,Medium,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
8175,13485.67,7464.66,8275.62,1,-2254.61,0.32,Medium,High,Mutual Fund,Beginner,High,Vacation,Home Renovation,Long-Term Security,Yes
8176,7186.74,7711.34,899.92,4,-1424.52,0.03,Short,Low,Money Market,Beginner,Low,Short-Term Savings,Home Renovation,Retirement,No
8177,6248.14,6841.28,154.27,4,-747.41,0.77,Short,Moderate,Bonds,Beginner,High,Short-Term Savings,Home Renovation,Retirement,Yes
8178,15149.26,10296.15,5279.22,5,-426.1,0.54,Short,High,Debt,Beginner,Low,Short-Term Savings,Home Renovation,Retirement,Yes
8179,2725.85,2031.4,1043.3,2,-348.85,0.47,Long,High,Equity,Expert,High,Short-Term Savings,Education Fund,Retirement,Yes
8180,3705.83,3443.17,234.57,5,28.09,0.2,Long,Moderate,Equity,Intermediate,High,Short-Term Savings,Home Renovation,Retirement,Yes
8181,2122.19,1516.21,193.39,4,412.59,0.53,Medium,Moderate,Equity,Intermediate,High,Vacation,Car Purchase,Long-Term Security,Yes
8182,4752.98,5086.41,6.92,5,-340.36,0.76,Short,Low,Debt,Intermediate,Low,Emergency Fund,Education Fund,Retirement,Yes
8183,3241.82,1847.6,841.47,1,552.75,0.13,Short,Moderate,Debt,Beginner,Low,Vacation,Education Fund,Retirement,Yes
8184,19924.44,10454.12,12102.12,5,-2631.8,0.79,Long,High,Equity,Expert,High,Short-Term Savings,Car Purchase,Long-Term Security,Yes
8185,7198.58,4574.81,3669.24,1,-1045.48,0.34,Short,Moderate,Debt,Beginner,Medium,Emergency Fund,Education Fund,Retirement,No
8186,4686.82,3214.96,307.76,4,1164.1,0.78,Short,Low,Bonds,Intermediate,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8187,6337.93,3634.19,811.55,3,1892.2,0.51,Medium,Moderate,Equity,Beginner,High,Vacation,Home Renovation,Retirement,Yes
8188,18850.26,10230.01,5055.83,2,3564.42,0.26,Long,High,Equity,Expert,High,Vacation,Home Renovation,Long-Term Security,Yes
8189,11362.88,11262.27,1852.57,5,-1751.96,0.3,Long,High,Mutual Fund,Expert,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
8190,8566.73,5198.12,3109.4,1,259.21,0.23,Medium,High,Equity,Beginner,High,Short-Term Savings,Home Renovation,Long-Term Security,No
8191,17721.05,19387.7,964.78,4,-2631.44,0.27,Long,High,Mutual Fund,Expert,Medium,Vacation,Home Renovation,Wealth Accumulation,No
8192,9109.82,6733.98,2484.82,4,-108.97,0.52,Long,High,Equity,Intermediate,Medium,Emergency Fund,Education Fund,Retirement,No
8193,8030.15,7515.37,204.02,3,310.76,0.01,Long,High,Mutual Fund,Intermediate,High,Short-Term Savings,Education Fund,Retirement,Yes
8194,5731.09,3705.21,1515.19,4,510.68,0.77,Long,Moderate,Equity,Beginner,High,Vacation,Home Renovation,Wealth Accumulation,Yes
8195,8800.34,5774.87,4747.56,4,-1722.09,0.61,Short,Moderate,Bonds,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,No
8196,7700.32,6726.7,222.33,3,751.3,0.75,Medium,High,Mutual Fund,Expert,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8197,14191.47,12267.36,2472.86,4,-548.75,0.57,Short,Low,Debt,Beginner,Low,Emergency Fund,Education Fund,Retirement,Yes
8198,7212.49,7210.14,427.17,1,-424.82,0.38,Long,High,Mutual Fund,Expert,High,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8199,12389.6,12297.65,1387.51,5,-1295.56,0.15,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
8200,3186.06,2981.98,482.75,5,-278.67,0.41,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Car Purchase,Retirement,No
